PlayerId,FirstTournament,LastTournament,CareerLengthYears,TotalUSDPrize,CurrentHandle,CareerStatus,StartYear,EndYear,GameType,FirstTournamentYear,TotalTournaments,LastTournamentYear,GameId,GameName,Top10PctEarningsRatio
8651,2014-01-19,2024-04-14,10.234086242299794,408311.14,Hylissang,Ongoing,2014,2024,MOBA,2014,52,2024,164,League of Legends,0.5724969374507795
8706,2012-07-19,2024-05-19,11.832991101984941,385416.68,Jensen,Ongoing,2012,2024,MOBA,2012,29,2024,164,League of Legends,0.31069943412361195
8924,2014-06-16,2023-04-23,8.851471594798083,585736.6,PerkZ,Inactive,2014,2023,MOBA,2014,33,2023,164,League of Legends,0.4024745951522776
8931,2014-05-17,2021-11-06,7.474332648870637,400503.04,Khan,Inactive,2014,2021,MOBA,2014,31,2021,164,League of Legends,0.2809910660573745
9511,2014-04-05,2024-12-14,10.694045174537989,339235.49,mason,Ongoing,2014,2024,MOBA,2014,25,2024,231,Dota 2,0.8338481055376658
9514,2012-10-14,2025-05-11,12.572210814510608,2087817.11,Ace,Ongoing,2012,2025,MOBA,2012,129,2025,231,Dota 2,0.6597741260627297
9515,2012-10-07,2025-05-11,12.591375770020534,3247429.18,Cr1t,Ongoing,2012,2025,MOBA,2012,122,2025,231,Dota 2,0.5928211970666571
9565,2014-02-16,2024-12-15,10.82819986310746,403033.82,bodyy,Ongoing,2014,2024,FPS,2014,122,2024,245,Counter-Strike: Global Offensive,0.5503060482725288
9656,2010-03-14,2024-09-01,14.469541409993155,494444.77,MZiN,Ongoing,2010,2024,FPS,2010,46,2024,352,CrossFire,0.38902927107559304
9657,2012-04-08,2024-01-02,11.734428473648187,515649.74,18,Ongoing,2012,2024,FPS,2012,53,2024,352,CrossFire,0.423934171718899
9693,2016-04-18,2025-03-16,8.908966461327857,832707.39,Clem,Ongoing,2016,2025,RTS,2016,462,2025,151,StarCraft II,0.8742227251778575
9803,2012-12-08,2024-12-15,12.019164955509925,356304.37,syrsoN,Ongoing,2012,2024,FPS,2012,144,2024,245,Counter-Strike: Global Offensive,0.4192609234664099
9830,2012-08-30,2022-07-14,9.869952087611225,559619.65,Limmp,Inactive,2012,2022,MOBA,2012,104,2022,231,Dota 2,0.5930307829047414
9839,2012-08-30,2023-04-23,10.64476386036961,1103701.61,MoonMeander,Inactive,2012,2023,MOBA,2012,92,2023,231,Dota 2,0.7301848018100252
9955,2014-03-30,2018-11-18,4.63791923340178,324506.65,Andinster,Inactive,2014,2018,MOBA,2014,18,2018,351,SMITE,0.8037043513982265
9957,2014-03-30,2023-06-25,9.23750855578371,353006.65,BaRRaCCuDDa,Inactive,2014,2023,MOBA,2014,27,2023,351,SMITE,0.7813423725929312
10074,2014-05-25,2019-11-03,5.4428473648186175,601854.15,Inflame,Inactive,2014,2019,MOBA,2014,26,2019,231,Dota 2,0.8784313227061011
10080,2013-12-29,2024-05-10,10.362765229295004,2548691.89,KaKa,Ongoing,2013,2024,MOBA,2013,107,2024,231,Dota 2,0.7037778485512359
10122,2012-12-09,2025-05-11,12.41889117043121,1354831.7,tOfu,Ongoing,2012,2025,MOBA,2012,60,2025,231,Dota 2,0.6116183444290414
10188,2014-02-24,2024-05-10,10.206707734428473,3311808.66,Somnus,Ongoing,2014,2024,MOBA,2014,93,2024,231,Dota 2,0.7974181100412716
10244,2010-03-14,2024-05-05,14.143737166324435,676528.1,Even,Ongoing,2010,2024,FPS,2010,60,2024,352,CrossFire,0.33952709405299414
10470,2014-07-19,2023-09-10,9.144421629021219,437155.62,Wunder,Inactive,2014,2023,MOBA,2014,36,2023,164,League of Legends,0.5187148629925836
10485,2014-07-20,2025-03-30,10.694045174537989,702351.43,jks,Ongoing,2014,2025,FPS,2014,125,2025,245,Counter-Strike: Global Offensive,0.6013490621788123
10605,2014-07-27,2023-04-25,8.744695414099931,349001.57,Surrender,Inactive,2014,2023,Card Game,2014,55,2023,328,Hearthstone,0.7031139863785728
10629,2014-01-15,2025-03-30,11.203285420944558,1298682.06,NAF,Ongoing,2014,2025,FPS,2014,169,2025,245,Counter-Strike: Global Offensive,0.51400394896827
10630,2014-01-15,2022-11-06,8.80766598220397,797339.21,tarik,Inactive,2014,2022,FPS,2014,149,2022,245,Counter-Strike: Global Offensive,0.5652708490203388
10711,2014-06-25,2019-12-30,5.514031485284052,1960761.59,bLink,Inactive,2014,2019,MOBA,2014,26,2019,231,Dota 2,0.9423891254418137
10712,2014-06-25,2025-05-11,10.877481177275838,4044742.2,y`,Ongoing,2014,2025,MOBA,2014,93,2025,231,Dota 2,0.8682602321939136
10718,2013-12-29,2016-12-31,3.0061601642710474,705536.2,garder,Inactive,2013,2016,MOBA,2013,33,2016,231,Dota 2,0.8848844353466544
10722,2014-06-25,2020-04-05,5.779603011635865,1221917.1,Moogy,Inactive,2014,2020,MOBA,2014,56,2020,231,Dota 2,0.7571263232720892
10728,2014-06-25,2019-12-01,5.434633812457221,426681.98,NeverEnd,Inactive,2014,2019,MOBA,2014,34,2019,231,Dota 2,0.6863856363133167
10736,2014-08-02,2025-05-04,10.754277891854894,626896.93,Kjaerbye,Ongoing,2014,2025,FPS,2014,122,2025,245,Counter-Strike: Global Offensive,0.5838747887445765
10925,2014-08-09,2025-03-16,10.600958247775496,782465.36,CoreJJ,Ongoing,2014,2025,MOBA,2014,43,2025,164,League of Legends,0.661874732000417
11132,2014-08-17,2021-12-17,7.3347022587268995,502777.87,tom60229,Inactive,2014,2021,Card Game,2014,61,2021,328,Hearthstone,0.741215628673145
11154,2014-08-20,2023-09-29,9.1088295687885,575459.59,Karsa,Inactive,2014,2023,MOBA,2014,36,2023,164,League of Legends,0.31637199239723846
11221,2013-11-24,2024-12-22,11.077344284736482,425902.46,GodV,Ongoing,2013,2024,Battle Royale,2013,61,2024,504,PLAYERUNKNOWN’S BATTLEGROUNDS,0.6312701166655047
11418,2014-04-15,2024-12-01,10.63107460643395,346184.65,Elazer,Ongoing,2014,2024,RTS,2014,292,2024,151,StarCraft II,0.6553262117354032
11479,2013-09-01,2018-11-18,5.212867898699521,326614.31,JeffHindla,Inactive,2013,2018,MOBA,2013,18,2018,351,SMITE,0.7977641860542956
11483,2014-06-22,2025-05-04,10.86652977412731,533420.72,stanislaw,Ongoing,2014,2025,FPS,2014,121,2025,245,Counter-Strike: Global Offensive,0.5378290485600916
11698,2014-08-14,2024-12-08,10.318959616700889,475990.65,Mlxg,Ongoing,2014,2024,MOBA,2014,31,2024,164,League of Legends,0.3873889316516982
11721,2007-08-26,2019-03-13,11.545516769336071,383575.32,DkPhobos,Inactive,2007,2019,MOBA,2007,48,2019,231,Dota 2,0.7387747607898886
11722,2014-09-08,2024-02-10,9.423682409308693,940510.18,Lil,Ongoing,2014,2024,MOBA,2014,79,2024,231,Dota 2,0.7766128989088295
11788,2014-09-13,2025-05-04,10.639288158795345,1253096.02,ELiGE,Ongoing,2014,2025,FPS,2014,178,2025,245,Counter-Strike: Global Offensive,0.5014704926814872
11868,2013-12-29,2017-04-16,3.29637234770705,692327.42,Xz,Inactive,2013,2017,MOBA,2013,25,2017,231,Dota 2,0.8829400911365526
11897,2014-09-21,2023-10-15,9.065023956194388,339090.89,Dog,Inactive,2014,2023,Card Game,2014,59,2023,328,Hearthstone,0.5506845787928051
11933,2014-09-07,2025-03-02,10.483230663928817,428687.23,Mikyx,Ongoing,2014,2025,MOBA,2014,38,2025,164,League of Legends,0.417518742177779
11938,2012-07-01,2024-10-20,12.303901437371664,475963.49,autimatic,Ongoing,2012,2024,FPS,2012,133,2024,245,Counter-Strike: Global Offensive,0.5389474170223614
12133,2014-10-02,2022-10-30,8.0766598220397,4873086.24,Matumbaman,Inactive,2014,2022,MOBA,2014,87,2022,231,Dota 2,0.8142522425330703
12146,2014-10-05,2023-06-05,8.6652977412731,823849.65,DuBu,Inactive,2014,2023,MOBA,2014,51,2023,231,Dota 2,0.6493831549574277
12169,2014-09-27,2022-11-13,8.128678986995208,1078891.52,fer,Inactive,2014,2022,FPS,2014,133,2022,245,Counter-Strike: Global Offensive,0.5459306999747293
12170,2014-09-27,2024-10-20,10.064339493497604,347933.86,hen1,Ongoing,2014,2024,FPS,2014,126,2024,245,Counter-Strike: Global Offensive,0.3744903804059371
12173,2014-09-28,2024-12-15,10.21492128678987,415574.55,felps,Ongoing,2014,2024,FPS,2014,115,2024,245,Counter-Strike: Global Offensive,0.46728833501306033
12179,2014-09-28,2023-11-04,9.100616016427105,425991.5,boltz,Inactive,2014,2023,FPS,2014,147,2023,245,Counter-Strike: Global Offensive,0.5753071398117559
12182,2014-09-28,2025-05-11,10.617385352498289,1063867.75,coldzera,Ongoing,2014,2025,FPS,2014,145,2025,245,Counter-Strike: Global Offensive,0.5484506642571626
12183,2014-09-28,2024-11-30,10.173853524982889,1096161.48,TACO,Ongoing,2014,2024,FPS,2014,131,2024,245,Counter-Strike: Global Offensive,0.5208809380865894
12186,2014-09-28,2020-08-31,5.924709103353867,484213.89,Crown,Inactive,2014,2020,MOBA,2014,18,2020,164,League of Legends,0.6422334646082809
12229,2012-06-18,2025-05-11,12.895277207392198,2130759.69,iNsania,Ongoing,2012,2025,MOBA,2012,125,2025,231,Dota 2,0.7694776058008789
12230,2012-12-09,2024-07-03,11.564681724845997,535999.6,Handsken,Ongoing,2012,2024,MOBA,2012,107,2024,231,Dota 2,0.6138410792479316
12243,2008-01-05,2025-05-17,17.363449691991786,409095.89,TheViper,Ongoing,2008,2025,RTS,2008,284,2025,179,Age of Empires II,0.5812105095143872
12466,2014-10-05,2025-03-02,10.406570841889117,709619.84,Caps,Ongoing,2014,2025,MOBA,2014,48,2025,164,League of Legends,0.4691951524018659
12578,2014-09-27,2025-04-13,10.543463381245722,482976.85,SoNNeikO,Ongoing,2014,2025,MOBA,2014,96,2025,231,Dota 2,0.5082061465748536
12579,2014-08-23,2025-01-31,10.442162902121835,4704032.25,MinD_ContRoL,Ongoing,2014,2025,MOBA,2014,96,2025,231,Dota 2,0.8289369187490605
12582,2014-06-22,2021-09-13,7.227926078028747,387519.6,ZooMaa,Inactive,2014,2021,FPS,2014,88,2021,364,Call of Duty: Advanced Warfare,0.5937686927181041
12663,2014-11-02,2024-11-02,10.001368925393566,653537.31,Meiko,Ongoing,2014,2024,MOBA,2014,38,2024,164,League of Legends,0.27486251973089776
12671,2014-11-02,2019-06-24,4.640657084188912,1081544.74,Q,Inactive,2014,2019,MOBA,2014,46,2019,231,Dota 2,0.8251797344639494
12672,2014-06-25,2018-08-25,4.167008898015058,871452.21,Agressif,Inactive,2014,2018,MOBA,2014,43,2018,231,Dota 2,0.8310123979562255
12784,2014-10-19,2024-04-14,9.486652977412732,840619.35,Ah-fu,Ongoing,2014,2024,MOBA,2014,52,2024,231,Dota 2,0.8707419403661344
12812,2014-02-23,2024-08-18,10.483230663928817,612273.35,Attach,Ongoing,2014,2024,FPS,2014,108,2024,364,Call of Duty: Advanced Warfare,0.620338580847313
12859,2014-10-26,2025-01-21,10.239561943874058,503203.29,Lekr0,Ongoing,2014,2025,FPS,2014,139,2025,245,Counter-Strike: Global Offensive,0.6326600987014445
12917,2014-10-26,2024-12-22,10.157426420260096,877971.94,hwinn,Ongoing,2014,2024,Battle Royale,2014,62,2024,504,PLAYERUNKNOWN’S BATTLEGROUNDS,0.7853702742815245
13080,2014-11-16,2023-06-06,8.553045859000685,2294325.43,w33,Inactive,2014,2023,MOBA,2014,70,2023,231,Dota 2,0.8673677042212661
13134,2013-03-24,2025-05-18,12.150581793292266,605060.93,XANTARES,Ongoing,2013,2025,FPS,2013,174,2025,245,Counter-Strike: Global Offensive,0.555268196093808
13322,2014-10-22,2022-08-27,7.846680355920602,1733385.13,9pasha,Inactive,2014,2022,MOBA,2014,82,2022,231,Dota 2,0.660544745380957
13323,2014-12-01,2025-05-11,10.442162902121835,1960799.78,Noone,Ongoing,2014,2025,MOBA,2014,111,2025,231,Dota 2,0.6110758086417372
13394,2014-12-07,2020-07-26,5.634496919917864,567040.77,old chicken,Inactive,2014,2020,MOBA,2014,47,2020,231,Dota 2,0.6710560857771615
13554,2013-04-13,2024-08-10,11.326488706365502,351641.24,XqLuN,Ongoing,2013,2024,FPS,2013,41,2024,352,CrossFire,0.4419793209887348
13608,2013-11-24,2023-10-22,9.908281998631075,466997.59,Bean,Inactive,2013,2023,FPS,2013,41,2023,352,CrossFire,0.38649171249725156
13644,2014-12-14,2022-08-28,7.704312114989733,455262.28,Nikobaby,Inactive,2014,2022,MOBA,2014,41,2022,231,Dota 2,0.730560805098088
13882,2014-12-21,2024-12-08,9.96577686516085,366745.59,Letme,Ongoing,2014,2024,MOBA,2014,20,2024,164,League of Legends,0.22219541183416655
13964,2014-12-18,2024-08-18,9.66735112936345,745429.94,Bance,Ongoing,2014,2024,FPS,2014,67,2024,455,Call of Duty: Infinite Warfare,0.5655536658441491
14174,2014-11-19,2024-10-29,9.943874058863791,431496.92,TJHaly,Ongoing,2014,2024,FPS,2014,90,2024,364,Call of Duty: Advanced Warfare,0.5777083827330441
14175,2014-12-07,2024-11-04,9.911019849418206,901785.58,Huke,Ongoing,2014,2024,FPS,2014,100,2024,364,Call of Duty: Advanced Warfare,0.7156849307100657
14182,2014-05-25,2023-12-20,9.571526351813826,535931.89,Rated,Inactive,2014,2023,Battle Royale,2014,169,2023,648,Call of Duty: Warzone,0.618489752031413
14196,2015-01-06,2025-04-27,10.30527036276523,4128055.98,SumaiL,Ongoing,2015,2025,MOBA,2015,102,2025,231,Dota 2,0.7962934638762172
14238,2015-01-06,2023-06-26,8.46817248459959,2005164.63,iceice,Inactive,2015,2023,MOBA,2015,27,2023,231,Dota 2,0.9328937762805497
14599,2015-05-01,2020-09-05,5.349760438056126,488379.08,CuVee,Inactive,2015,2020,MOBA,2015,21,2020,164,League of Legends,0.8882848345863774
14665,2015-04-19,2021-08-29,6.362765229295003,357699.25,Huni,Inactive,2015,2021,MOBA,2015,19,2021,164,League of Legends,0.34785180669134114
14671,2015-01-28,2025-03-16,10.130047912388775,4913585.26,Miracle-,Ongoing,2015,2025,MOBA,2015,86,2025,231,Dota 2,0.8332402059015321
14672,2015-01-28,2022-07-14,7.457905544147844,2298690.64,YapzOr,Inactive,2015,2022,MOBA,2015,68,2022,231,Dota 2,0.6979817186492421
14768,2015-02-01,2023-12-03,8.83504449007529,676467.77,ubah,Inactive,2015,2023,Battle Royale,2015,46,2023,504,PLAYERUNKNOWN’S BATTLEGROUNDS,0.7426613068274666
14824,2015-02-01,2025-02-09,10.023271731690622,375089.3,Mir,Ongoing,2015,2025,FPS,2015,136,2025,245,Counter-Strike: Global Offensive,0.5540009716949236
14833,2015-02-09,2025-05-11,10.250513347022586,2273760.44,XinQ,Ongoing,2015,2025,MOBA,2015,69,2025,231,Dota 2,0.7386816922555229
14874,2014-11-23,2024-08-18,9.735797399041752,528328.0,Accuracy,Ongoing,2014,2024,FPS,2014,55,2024,490,Call of Duty: WWII,0.5037193362275402
15015,2014-02-01,2025-01-26,10.984257357973991,804459.73,Reynor,Ongoing,2014,2025,RTS,2014,259,2025,151,StarCraft II,0.7655622651208664
15103,2015-02-22,2023-11-17,8.733744010951403,886948.75,Octane,Inactive,2015,2023,FPS,2015,75,2023,490,Call of Duty: WWII,0.6093137374774819
15511,2015-03-04,2025-03-04,10.001368925393566,1280581.39,Jabz,Ongoing,2015,2025,MOBA,2015,97,2025,231,Dota 2,0.6883225123670492
15530,2015-04-12,2024-04-28,9.045859000684462,1865667.57,kpii,Ongoing,2015,2024,MOBA,2015,88,2024,231,Dota 2,0.7277414356054539
15708,2015-03-15,2025-05-11,10.157426420260096,3365479.03,33,Ongoing,2015,2025,MOBA,2015,106,2025,231,Dota 2,0.7593399952095947
15718,2015-03-07,2022-09-01,7.488021902806297,458795.42,Rich,Inactive,2015,2022,MOBA,2015,37,2022,371,Heroes of the Storm,0.4984644595741808
15724,2015-03-07,2022-10-16,7.611225188227242,354363.98,Ttsst,Inactive,2015,2022,MOBA,2015,32,2022,371,Heroes of the Storm,0.6208305934848046
15754,2013-12-29,2017-11-12,3.871321013004791,653514.33,Shiki,Inactive,2013,2017,MOBA,2013,16,2017,231,Dota 2,0.874224138766658
15792,2015-05-01,2025-03-16,9.875427789185489,771351.93,Peanut,Ongoing,2015,2025,MOBA,2015,41,2025,164,League of Legends,0.42301108618846023
15806,2015-03-22,2021-05-20,6.16290212183436,392825.7,343,Inactive,2015,2021,MOBA,2015,34,2021,231,Dota 2,0.8616301560019299
15807,2015-03-22,2024-02-04,8.873374401095141,546264.32,Moon,Ongoing,2015,2024,MOBA,2015,66,2024,231,Dota 2,0.6411809296418913
15855,2015-03-25,2025-05-11,10.130047912388775,6011771.49,Miposhka,Ongoing,2015,2025,MOBA,2015,121,2025,231,Dota 2,0.9241796999656463
15924,2019-03-17,2024-08-18,5.423682409308693,761958.33,Kismet,Ongoing,2019,2024,FPS,2019,48,2024,749,Call of Duty: Vanguard,0.6064760675833702
16021,2015-03-29,2025-03-01,9.924709103353868,400844.18,doinb,Ongoing,2015,2025,MOBA,2015,24,2025,164,League of Legends,0.486489715783278
16031,2015-03-15,2024-10-20,9.60164271047228,646084.53,Gachikun,Ongoing,2015,2024,Fighting,2015,38,2024,536,Street Fighter V: Arcade Edition,0.7028576081375764
16267,2015-04-05,2025-05-18,10.119096509240247,1650967.01,electroNic,Ongoing,2015,2025,FPS,2015,132,2025,245,Counter-Strike: Global Offensive,0.5947562466759664
16270,2015-04-05,2025-05-18,10.119096509240247,838351.78,Chopper,Ongoing,2015,2025,FPS,2015,104,2025,245,Counter-Strike: Global Offensive,0.6025758492061981
16336,2016-11-30,2025-04-27,8.405201916495551,458874.85,Timado,Ongoing,2016,2025,MOBA,2016,65,2025,231,Dota 2,0.5526488324819402
16759,2015-03-08,2023-03-26,8.049281314168377,404021.96,HugeGorilla,Inactive,2015,2023,Sports,2015,34,2023,621,FIFA 20,0.5477776075770308
16800,2015-04-05,2024-06-02,9.160848733744011,1208508.91,Stewie2k,Ongoing,2015,2024,FPS,2015,190,2024,245,Counter-Strike: Global Offensive,0.6149609564479993
16814,2015-04-05,2024-11-24,9.639972621492129,2207611.08,RAMZES666,Ongoing,2015,2024,MOBA,2015,111,2024,231,Dota 2,0.6635520077339894
17101,2015-04-26,2024-11-02,9.522245037645447,850114.07,Xiaohu,Ongoing,2015,2024,MOBA,2015,40,2024,164,League of Legends,0.31091260817928223
17158,2015-04-04,2024-07-21,9.297741273100616,325927.76,Assault,Ongoing,2015,2024,FPS,2015,54,2024,749,Call of Duty: Vanguard,0.6666052753711708
17200,2015-04-24,2025-04-27,10.009582477754963,1063804.1,Kuku,Ongoing,2015,2025,MOBA,2015,73,2025,231,Dota 2,0.6911919261122056
17226,2015-03-29,2023-02-19,7.8959616700889805,488009.02,julio,Inactive,2015,2023,FPS,2015,35,2023,439,Rainbow Six Siege,0.7786741565445071
17238,2015-04-29,2023-04-03,7.928815879534565,430272.94,Eyyou,Inactive,2015,2023,MOBA,2015,32,2023,231,Dota 2,0.7932905520630988
17324,2015-05-03,2025-01-31,9.749486652977414,391360.94,Lelis,Ongoing,2015,2025,MOBA,2015,67,2025,231,Dota 2,0.5588558270545129
17434,2015-05-06,2025-04-27,9.976728268309378,328757.81,VINI,Ongoing,2015,2025,FPS,2015,113,2025,245,Counter-Strike: Global Offensive,0.3911607251204924
17616,2015-05-17,2024-04-28,8.950034223134839,592510.78,StingeR,Ongoing,2015,2024,MOBA,2015,74,2024,231,Dota 2,0.7164844832277233
17622,2015-05-17,2024-05-19,9.007529089664613,408619.73,Amanek,Ongoing,2015,2024,FPS,2015,133,2024,245,Counter-Strike: Global Offensive,0.6182521306044223
17765,2015-05-20,2025-05-11,9.976728268309378,3745426.48,Nisha,Ongoing,2015,2025,MOBA,2015,102,2025,231,Dota 2,0.7550274713558518
17800,2015-04-26,2025-05-04,10.023271731690622,1934223.63,Magisk,Ongoing,2015,2025,FPS,2015,144,2025,245,Counter-Strike: Global Offensive,0.581618563020063
17801,2015-04-26,2025-04-27,10.004106776180699,402880.86,Valde,Ongoing,2015,2025,FPS,2015,111,2025,245,Counter-Strike: Global Offensive,0.41490736476872403
17872,2015-05-23,2024-05-10,8.966461327857632,992463.55,Yang,Ongoing,2015,2024,MOBA,2015,69,2024,231,Dota 2,0.582703025731134
17877,2015-02-08,2024-11-01,9.730321697467488,830182.26,Insight,Ongoing,2015,2024,FPS,2015,57,2024,626,Call of Duty: Modern Warfare,0.6035596911417667
17887,2015-05-17,2020-09-13,5.327857631759069,348648.0,Pavel,Inactive,2015,2020,Card Game,2015,33,2020,328,Hearthstone,0.7737526434574599
18220,2015-06-02,2023-10-29,8.407939767282683,899311.33,Moo,Inactive,2015,2023,MOBA,2015,76,2023,231,Dota 2,0.8383720826830645
18268,2015-06-05,2023-04-13,7.854893908281999,399383.73,Zer0,Inactive,2015,2023,FPS,2015,84,2023,364,Call of Duty: Advanced Warfare,0.6923666236332738
18332,2015-05-10,2021-11-22,6.537987679671458,346638.85,SiLLY,Inactive,2015,2021,FPS,2015,47,2021,364,Call of Duty: Advanced Warfare,0.6121270385373856
18452,2014-02-23,2025-05-11,11.211498973305956,2132343.66,Boxi,Ongoing,2014,2025,MOBA,2014,109,2025,231,Dota 2,0.7421676539466934
18568,2015-06-13,2022-10-16,7.342915811088296,360243.52,Reset,Inactive,2015,2022,MOBA,2015,30,2022,371,Heroes of the Storm,0.6106980161041459
18570,2015-06-13,2018-11-03,3.3921971252566734,462790.78,sake,Inactive,2015,2018,MOBA,2015,30,2018,371,Heroes of the Storm,0.49698483035563235
18811,2015-04-26,2024-01-28,8.758384668035593,536247.85,k0nfig,Ongoing,2015,2024,FPS,2015,128,2024,245,Counter-Strike: Global Offensive,0.43710692023442105
18897,2014-11-23,2024-09-15,9.81245722108145,5898810.6,Topson,Ongoing,2014,2024,MOBA,2014,44,2024,231,Dota 2,0.9569279437210304
18904,2015-04-26,2018-09-08,3.370294318959617,559518.75,Blank,Inactive,2015,2018,MOBA,2015,15,2018,164,League of Legends,0.6095330610071061
19074,2015-05-20,2025-05-11,9.976728268309378,3611111.18,Saksa,Ongoing,2015,2025,MOBA,2015,86,2025,231,Dota 2,0.7977523738564581
19133,2015-07-04,2024-11-06,9.344284736481862,862901.87,CleanX,Ongoing,2015,2024,FPS,2015,41,2024,749,Call of Duty: Vanguard,0.5475476394125106
19382,2015-07-05,2024-01-01,8.492813141683778,1287091.81,Sccc,Ongoing,2015,2024,MOBA,2015,76,2024,231,Dota 2,0.7467576104617941
19595,2015-07-12,2025-05-18,9.850787132101301,517274.45,woxic,Ongoing,2015,2025,FPS,2015,119,2025,245,Counter-Strike: Global Offensive,0.5957498571189666
19597,2015-05-24,2025-01-26,9.678302532511978,473207.85,Oliveira,Ongoing,2015,2025,RTS,2015,240,2025,151,StarCraft II,0.6041683249954579
19967,2015-07-19,2023-04-03,7.707049965776865,630136.6,YawaR,Inactive,2015,2023,MOBA,2015,51,2023,231,Dota 2,0.7738050186468344
19968,2015-07-18,2021-01-23,5.519507186858316,465268.99,KyoCha,Inactive,2015,2021,MOBA,2015,31,2021,371,Heroes of the Storm,0.49418725450015455
20101,2015-07-22,2025-03-04,9.618069815195073,1142352.35,BoBoKa,Ongoing,2015,2025,MOBA,2015,97,2025,231,Dota 2,0.6682134241127361
20234,2015-07-26,2024-10-06,9.19917864476386,991965.0,Frosty,Ongoing,2015,2024,FPS,2015,84,2024,423,Halo 5: Guardians,0.651039262959558
20235,2015-07-26,2024-10-06,9.19917864476386,693275.0,Eco,Ongoing,2015,2024,FPS,2015,63,2024,423,Halo 5: Guardians,0.5308392315470172
20415,2015-07-19,2025-03-30,9.697467488021903,1763893.1,Twistzz,Ongoing,2015,2025,FPS,2015,146,2025,245,Counter-Strike: Global Offensive,0.5663147964064994
20727,2015-08-01,2025-03-30,9.661875427789186,991400.65,huNter,Ongoing,2015,2025,FPS,2015,126,2025,245,Counter-Strike: Global Offensive,0.6421258880525428
20813,2015-08-01,2025-05-18,9.796030116358658,821741.03,Aleksib,Ongoing,2015,2025,FPS,2015,123,2025,245,Counter-Strike: Global Offensive,0.5716600731250209
21239,2015-07-12,2024-10-06,9.23750855578371,426231.47,pino,Ongoing,2015,2024,FPS,2015,32,2024,439,Rainbow Six Siege,0.7391706159514164
21291,2015-08-14,2025-05-18,9.760438056125942,490553.69,REZ,Ongoing,2015,2025,FPS,2015,136,2025,245,Counter-Strike: Global Offensive,0.3476599014872188
21418,2015-07-20,2022-05-08,6.80082135523614,326950.96,Six,Inactive,2015,2022,MOBA,2015,31,2022,371,Heroes of the Storm,0.5254657719630292
21640,2015-08-23,2025-05-11,9.716632443531827,1382064.91,Seleri,Ongoing,2015,2025,MOBA,2015,91,2025,231,Dota 2,0.7002452718294654
21940,2015-09-23,2021-10-17,6.067077344284736,494852.8,SVG,Inactive,2015,2021,MOBA,2015,48,2021,231,Dota 2,0.7139738910497015
21950,2015-11-01,2024-05-10,8.522929500342231,1570503.07,old eLeVeN,Ongoing,2015,2024,MOBA,2015,77,2024,231,Dota 2,0.6893677935099447
22135,2015-08-30,2024-11-09,9.196440793976729,1230728.33,Kenny,Ongoing,2015,2024,FPS,2015,60,2024,749,Call of Duty: Vanguard,0.5817418201424558
22136,2015-08-30,2024-11-09,9.196440793976729,1037729.16,Envoy,Ongoing,2015,2024,FPS,2015,68,2024,749,Call of Duty: Vanguard,0.6416922471288823
22207,2015-08-30,2025-03-16,9.544147843942506,2146691.12,xNova,Ongoing,2015,2025,MOBA,2015,76,2025,231,Dota 2,0.8106130217642572
22211,2015-04-29,2021-06-06,6.105407255304586,500185.83,SamH,Inactive,2015,2021,MOBA,2015,38,2021,231,Dota 2,0.6755813161503647
22335,2015-09-13,2025-04-27,9.620807665982204,495521.37,nexa,Ongoing,2015,2025,FPS,2015,126,2025,245,Counter-Strike: Global Offensive,0.5087806881150594
23173,2015-09-27,2025-04-27,9.582477754962355,861284.52,Zayac,Ongoing,2015,2025,MOBA,2015,66,2025,231,Dota 2,0.834804016516435
23188,2015-09-06,2023-12-21,8.290212183436003,651478.86,Taiga,Inactive,2015,2023,MOBA,2015,74,2023,231,Dota 2,0.6597696536111506
24761,2015-11-01,2025-05-11,9.52498288843258,2851493.15,Skiter,Ongoing,2015,2025,MOBA,2015,97,2025,231,Dota 2,0.7921102003158478
24832,2015-11-07,2025-05-04,9.489390828199863,689231.99,frozen,Ongoing,2015,2025,FPS,2015,143,2025,245,Counter-Strike: Global Offensive,0.614740370454291
24979,2015-11-14,2025-03-01,9.295003422313483,517926.83,Scout,Ongoing,2015,2025,MOBA,2015,27,2025,164,League of Legends,0.2624714240715243
25047,2015-06-06,2021-09-12,6.269678302532512,1959500.0,psalm,Inactive,2015,2021,Battle Royale,2015,60,2021,534,Fortnite,0.900983231177327
25121,2009-07-31,2025-05-08,15.770020533880903,856161.12,HObbit,Ongoing,2009,2025,FPS,2009,114,2025,245,Counter-Strike: Global Offensive,0.5448170923647686
25245,2013-11-24,2022-04-24,8.413415468856947,513015.12,DBQ,Inactive,2013,2022,FPS,2013,43,2022,352,CrossFire,0.3761334540534415
25296,2015-10-04,2025-04-20,9.544147843942506,361713.01,Hera,Ongoing,2015,2025,RTS,2015,219,2025,179,Age of Empires II,0.6962321734043889
25335,2015-11-08,2025-04-27,9.467488021902806,4350887.6,GH,Ongoing,2015,2025,MOBA,2015,80,2025,231,Dota 2,0.8433024824587311
26512,2015-12-20,2020-04-09,4.303901437371663,1982030.82,Shadow,Inactive,2015,2020,MOBA,2015,29,2020,231,Dota 2,0.9322016063209482
26513,2014-11-02,2025-05-11,10.521560574948666,3954981.98,Faith_bian,Ongoing,2014,2025,MOBA,2014,86,2025,231,Dota 2,0.879665768602963
